id,compound_id,base_rdkit_smiles,relation,aval,source,moe_washed,%C,FCharge,Weight,RBC
487,120919276,O=C(N[C@](C(=O)NC1CC1)CO)/C(/C#N)=C/c1ccc(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)NC1CC1)CO)/C(/C#N)=C/c1ccc(OC)cc1,100,0,329.35599,7
488,120919274,O=C(N)/C(/C#N)=C/c1ccc(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(OC)cc1,100,0,202.213,3
489,120919278,O=C(N)/C(/C#N)=C/c1cc(OC)c(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1cc(OC)c(OC)cc1,100,0,232.239,4
490,20620438,O=C(NC(C)(C)C)C(=O)/C=C/c1c(OC)c(OC)c(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1c(OC)c(OC)c(OC)cc1,100,0,321.37299,6
491,20620188,O=C(NC(C)(C)C)C(=O)/C=C/c1ccc(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1ccc(OC)cc1,100,0,261.32098,4
492,20620189,O=C(NC(C)(C)C)C(=O)/C=C/c1cc(OC)c(OC)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1cc(OC)c(OC)cc1,100,0,291.34698,5
493,120941446,S=C1NC(=O)/C(=C/C=C/c2ccc(OC)cc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/C=C/c2ccc(OC)cc2)/N1,99.984535,0,260.31699,3
494,120941448,O(C)c1ccc(/C=C/C=C\2/C(=O)NC(=O)S/2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(/C=C/C=C\2/C(=O)NC(=O)S/2)cc1,57.69952,0,261.30099,3
495,120941359,O(C)c1ccc(/C=C\2/C(=O)NC(=O)N/2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(/C=C\2/C(=O)NC(=O)N/2)cc1,76.32074,0,218.21199,2
496,120941375,O(C)c1c(OC)ccc(/C=C\2/C(=O)NC(=O)N/2)c1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1c(OC)ccc(/C=C\2/C(=O)NC(=O)N/2)c1,75.810486,0,248.23799,3
497,120941373,S=C1NC(=O)/C(=C/c2cc(OC)c(OC)cc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/c2cc(OC)c(OC)cc2)/N1,99.986389,0,264.30499,3
498,120941360,O(C)c1ccc(/C=C\2/C(=O)NC(=O)S/2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(/C=C\2/C(=O)NC(=O)S/2)cc1,61.235794,0,235.263,2
499,120941376,O(C)c1c(OC)ccc(/C=C\2/C(=O)NC(=O)S/2)c1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1c(OC)ccc(/C=C\2/C(=O)NC(=O)S/2)c1,60.569801,0,265.289,3
500,120941358,S=C1S/C(=C\c2ccc(OC)cc2)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2ccc(OC)cc2)/C(=O)N1,99.982513,0,251.33,2
501,121609599,O(C)c1ccc(Cc2oc(C(C)N3C(=O)c4c(S3)cccc4)nn2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(Cc2oc([C@](C)N3C(=O)c4c(S3)cccc4)nn2)cc1,100,0,367.42899,5
502,121609601,O(C)c1ccc(Cc2oc(C(Cc3ccccc3)N3C(=O)c4c(S3)cccc4)nn2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(Cc2oc([C@](Cc3ccccc3)N3C(=O)c4c(S3)cccc4)nn2)cc1,100,0,443.52701,7
503,121609598,O(C)c1ccc(Cc2oc(CN3C(=O)c4c(S3)cccc4)nn2)cc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1ccc(Cc2oc(CN3C(=O)c4c(S3)cccc4)nn2)cc1,100,0,353.40201,5
504,122654220,BrC1=NOC(C(=O)Nc2ccc(OC)cc2)C1,<,0,dengue_protease_curated_inactive_du.csv,BrC1=NO[C@](C(=O)Nc2ccc(OC)cc2)C1,100,0,299.12399,3
505,122654230,O=C(Nc1ccc(OC)cc1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1ccc(OC)cc1)CC#N,100,0,190.202,3
506,122654212,ClCC(=O)Nc1ccc(OC)cc1,<,0,dengue_protease_curated_inactive_du.csv,ClCC(=O)Nc1ccc(OC)cc1,100,0,199.63699,3
507,122654241,O=C(Nc1ccc(OC)cc1)n1cncc1,<,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1ccc(OC)cc1)n1cncc1,98.830406,0,217.228,3
508,120919277,O=C(N)/C(/C#N)=C/c1cc(OC)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1cc(OC)ccc1,100,0,202.213,3
509,20620436,O=C(NC(C)(C)C)C(=O)/C=C/c1cc(OC)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1cc(OC)ccc1,100,0,261.32098,4
510,120941367,O(C)c1cc(/C=C\2/C(=O)NC(=O)N/2)ccc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1cc(/C=C\2/C(=O)NC(=O)N/2)ccc1,70.848778,0,218.21199,2
511,120941365,S=C1NC(=O)/C(=C/c2cc(OC)ccc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/c2cc(OC)ccc2)/N1,99.982689,0,234.27899,2
512,120941368,O(C)c1cc(/C=C\2/C(=O)NC(=O)S/2)ccc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1cc(/C=C\2/C(=O)NC(=O)S/2)ccc1,54.559326,0,235.263,2
513,120941366,S=C1S/C(=C\c2cc(OC)ccc2)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2cc(OC)ccc2)/C(=O)N1,99.976936,0,251.33,2
514,125606033,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(C(=O)c2ccccc2)cc1)c1ccc(OCc2cc(OC)ccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(C(=O)c2ccccc2)cc1)c1ccc(OCc2cc(OC)ccc2)cc1,100,0,613.66998,12
515,125606021,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2ccccc2)cc1)c1ccc(OCc2cc(OC)ccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2ccccc2)cc1)c1ccc(OCc2cc(OC)ccc2)cc1,100,0,601.659,12
516,20620437,O=C(NC(C)(C)C)C(=O)/C=C/c1c(OC)cccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1c(OC)cccc1,100,0,261.32098,4
517,120941387,O(C)c1c(/C=C\2/C(=O)NC(=O)N/2)cccc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1c(/C=C\2/C(=O)NC(=O)N/2)cccc1,74.515594,0,218.21199,2
518,120941385,S=C1NC(=O)/C(=C/c2c(OC)cccc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/c2c(OC)cccc2)/N1,99.985512,0,234.27899,2
519,120941388,O(C)c1c(/C=C\2/C(=O)NC(=O)S/2)cccc1,,0,dengue_protease_curated_inactive_du.csv,O(C)c1c(/C=C\2/C(=O)NC(=O)S/2)cccc1,58.854164,0,235.263,2
520,120941386,S=C1S/C(=C\c2c(OC)cccc2)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2c(OC)cccc2)/C(=O)N1,99.980759,0,251.33,2
521,125606025,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2c(OC)cccc2)cc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2c(OC)cccc2)cc1)c1ccc(OCc2ccccc2)cc1,100,0,601.659,12
522,125895071,S(CC[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N)CCCCN)C(=O)N)C,,0,dengue_protease_curated_inactive_du.csv,S(CC[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N)CCCC[N+])C(=O)N)C,99.861923,2,536.70197,18
523,125895095,O=C(N[C@](C(=O)N)[C@](O)C)[C@@](NC(=O)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N)CCCCN,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N)[C@](O)C)[C@@](NC(=O)[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N)CCCC[N+],99.861839,2,506.608,16
524,125895069,O=C(N[C@](C(=O)N[C@](C(=O)N)C)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N[C@](C(=O)N)C)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.861931,2,476.582,15
525,122654206,[S+](CC(=O)NC1CCCC1)(C)C,<,0,dengue_protease_curated_inactive_du.csv,[S+](CC(=O)NC1CCCC1)(C)C,100,1,188.315,3
526,122654205,[S+](CC(=O)NCCc1ccccc1)(C)C,<,0,dengue_protease_curated_inactive_du.csv,[S+](CC(=O)NCCc1ccccc1)(C)C,100,1,224.34799,5
527,122654204,[S+](CC(=O)NCc1ccccc1)(C)C,<,0,dengue_protease_curated_inactive_du.csv,[S+](CC(=O)NCc1ccccc1)(C)C,100,1,210.321,4
528,122654203,[S+](CC(=O)Nc1ccc(F)cc1)(C)C,<,0,dengue_protease_curated_inactive_du.csv,[S+](CC(=O)Nc1ccc(F)cc1)(C)C,100,1,214.284,3
529,122654199,[S+](CC(=O)Nc1ccccc1)(C)C,<,0,dengue_protease_curated_inactive_du.csv,[S+](CC(=O)Nc1ccccc1)(C)C,100,1,196.29399,3
530,120918961,O=C(N)/C(/C#N)=C/c1ccc(C)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(C)cc1,100,0,186.21399,2
531,120941342,S=C1NC(=O)/C(=C/c2ccc(C)cc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/c2ccc(C)cc2)/N1,99.982849,0,218.28,1
532,120941345,O=C1/C(=C/c2ccc(C)cc2)/SC(=O)N1,,0,dengue_protease_curated_inactive_du.csv,O=C1/C(=C/c2ccc(C)cc2)/SC(=O)N1,54.868526,0,219.26399,1
533,120941343,S=C1S/C(=C\c2ccc(C)cc2)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2ccc(C)cc2)/C(=O)N1,99.977158,0,235.33099,1
534,125606045,O=C(Nc1c(C)ccc(B(O)O)c1)[C@@](NC(=O)c1ccc(Oc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1c(C)ccc(B(O)O)c1)[C@@](NC(=O)c1ccc(Oc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,100,0,586.45197,11
535,125606037,O=C(N[C@](C(=O)Nc1cc(C(=O)N)ccc1)c1ccc(OCc2ccccc2)cc1)C(CCCOc1c(C)ccc(C)c1)(C)C,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)Nc1cc(C(=O)N)ccc1)c1ccc(OCc2ccccc2)cc1)C(CCCOc1c(C)ccc(C)c1)(C)C,100,0,607.75098,14
536,125628531,S(=O)(=O)(Oc1ccccc1)/C(/F)=C/[C@@](NC(=O)[C@@](NC(=O)c1cc2OCCOc2cc1)Cc1ccc(C)cc1)CCc1ccccc1,,0,dengue_protease_curated_inactive_du.csv,S(=O)(=O)(Oc1ccccc1)/C(/F)=C/[C@@](NC(=O)[C@@](NC(=O)c1cc2OCCOc2cc1)Cc1ccc(C)cc1)CCc1ccccc1,100,0,658.74701,13
537,122654219,BrC1=NOC(C(=O)Nc2ccc(C)cc2)C1,<,0,dengue_protease_curated_inactive_du.csv,BrC1=NO[C@](C(=O)Nc2ccc(C)cc2)C1,100,0,283.125,2
538,122654229,O=C(Nc1ccc(C)cc1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1ccc(C)cc1)CC#N,100,0,174.203,2
539,122654211,ClCC(=O)Nc1ccc(C)cc1,<,0,dengue_protease_curated_inactive_du.csv,ClCC(=O)Nc1ccc(C)cc1,100,0,183.638,2
540,122654240,O=C(Nc1ccc(C)cc1)n1cncc1,<,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1ccc(C)cc1)n1cncc1,98.850784,0,201.22899,2
541,121609619,O=C1N(C(Cc2ccccc2)c2oc(C)nn2)Sc2c1cccc2,,0,dengue_protease_curated_inactive_du.csv,O=C1N([C@@](Cc2ccccc2)c2oc(C)nn2)Sc2c1cccc2,100,0,337.40298,4
542,20620450,O=C(NC(C)(C)C)C(=O)/C=C/c1c2c(n(C)c1)cccc2,,0,dengue_protease_curated_inactive_du.csv,O=C(NC(C)(C)C)C(=O)/C=C/c1c2c(n(C)c1)cccc2,100,0,284.35901,3
543,120941355,O=C1/C(=C/c2c3c(n(C)c2)cccc3)/NC(=O)N1,,0,dengue_protease_curated_inactive_du.csv,O=C1/C(=C/c2c3c(n(C)c2)cccc3)/NC(=O)N1,92.690857,0,241.25,1
544,120941356,O=C1/C(=C/c2c3c(n(C)c2)cccc3)/SC(=O)N1,,0,dengue_protease_curated_inactive_du.csv,O=C1/C(=C/c2c3c(n(C)c2)cccc3)/SC(=O)N1,85.456474,0,258.30099,1
545,120941354,S=C1S/C(=C\c2c3c(n(C)c2)cccc3)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2c3c(n(C)c2)cccc3)/C(=O)N1,99.995407,0,274.36801,1
546,120919292,O=C(N)/C(/C#N)=C/c1c2c([nH]c1)cccc2,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1c2c([nH]c1)cccc2,100,0,211.224,2
547,120919335,O=[N+]([O-])c1c(O)c(O)cc(/C=C(\C#N)/C(=O)N)c1,,0,dengue_protease_curated_inactive_du.csv,O=[N+]([O-])c1c([O-])c(O)cc(/C=C(\C#N)/C(=O)N)c1,99.155617,-1,249.18199,3
548,120919273,Brc1ccc(/C=C(\C#N)/C(=O)NC2CC2)cc1,,0,dengue_protease_curated_inactive_du.csv,Brc1ccc(/C=C(\C#N)/C(=O)NC2CC2)cc1,100,0,291.14798,3
549,120919272,Brc1ccc(/C=C(\C#N)/C(=O)N)cc1,,0,dengue_protease_curated_inactive_du.csv,Brc1ccc(/C=C(\C#N)/C(=O)N)cc1,100,0,251.08299,2
550,120919291,Brc1oc(/C=C(\C#N)/C(=O)NC2CC2)cc1,,0,dengue_protease_curated_inactive_du.csv,Brc1oc(/C=C(\C#N)/C(=O)NC2CC2)cc1,100,0,281.10901,3
551,120919285,Brc1sc(/C=C(\C#N)/C(=O)N)cc1,,0,dengue_protease_curated_inactive_du.csv,Brc1sc(/C=C(\C#N)/C(=O)N)cc1,100,0,257.11099,2
552,120919224,O=C(N)/C(/C#N)=C/c1ccc(C#N)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(C#N)cc1,100,0,197.19699,2
553,120919343,O=C(N)/C(/C#N)=C/c1ccc(C(=O)N2CCCCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(C(=O)N2CCCCC2)cc1,100,0,283.33099,3
554,120919344,O=C(NC1CC1)/C(/C#N)=C/c1ccc(C(=O)N2CCOCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1ccc(C(=O)N2CCOCC2)cc1,100,0,325.36798,4
555,120919228,O=C(NC1CC1)/C(/C#N)=C/c1ccc(C(=O)O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1ccc(C(=O)[O-])cc1,99.594139,-1,256.26099,4
556,120919226,O=C(N)/C(/C#N)=C/c1ccc(C(=O)O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(C(=O)[O-])cc1,99.594475,-1,216.196,3
557,120918971,O=C(N)/C(/C#N)=C/c1ccc(CO)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(CO)cc1,100,0,202.213,3
558,120919271,Clc1c(/C=C(\C#N)/C(=O)N)ccc(Cl)c1,,0,dengue_protease_curated_inactive_du.csv,Clc1c(/C=C(\C#N)/C(=O)N)ccc(Cl)c1,100,0,241.077,2
559,120919284,Clc1sc(/C=C(\C#N)/C(=O)N)cc1,,0,dengue_protease_curated_inactive_du.csv,Clc1sc(/C=C(\C#N)/C(=O)N)cc1,100,0,212.66,2
560,120919270,Fc1ccc(/C=C(\C#N)/C(=O)N)cc1,,0,dengue_protease_curated_inactive_du.csv,Fc1ccc(/C=C(\C#N)/C(=O)N)cc1,100,0,190.177,2
561,120919293,O=C(N)/C(/C#N)=C/c1ccc(N2CCCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(N2CCCC2)cc1,100,0,241.29399,3
562,120919294,O=C(N)/C(/C#N)=C/c1ccc(N2CCCCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(N2CCCCC2)cc1,100,0,255.321,3
563,120919296,O=C(N)/C(/C#N)=C/c1ccc(N2CCNCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(N2CC[N+]CC2)cc1,95.748955,1,256.30899,3
564,120919295,O=C(N)/C(/C#N)=C/c1ccc(N2CCOCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(N2CCOCC2)cc1,100,0,257.293,3
565,120919350,O=C(NC1CC1)/C(/C#N)=C/c1oc(N2CCOCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1oc(N2CCOCC2)cc1,100,0,287.319,4
566,120919349,O=C(N)/C(/C#N)=C/c1sc(N2CCOCC2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1sc(N2CCOCC2)cc1,100,0,263.32098,3
567,120919334,O=C(N)/C(/C#N)=C/c1cc(O)c(O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1cc(O)c(O)cc1,63.15398,0,204.185,2
568,120919331,O=C(/C(/C#N)=C/c1ccc(O)cc1)N1CCOCC1,,0,dengue_protease_curated_inactive_du.csv,O=C(/C(/C#N)=C/c1ccc(O)cc1)N1CCOCC1,88.787865,0,258.27701,2
569,120919328,O=C(NC1CC1)/C(/C#N)=C/c1ccc(O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1ccc(O)cc1,88.823273,0,228.25099,3
570,120919329,O=C(NCC1OCCC1)/C(/C#N)=C/c1ccc(O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC[C@@]1OCCC1)/C(/C#N)=C/c1ccc(O)cc1,88.78241,0,272.30399,4
571,120919330,O=C(NCc1ncccc1)/C(/C#N)=C/c1ccc(O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NCc1ncccc1)/C(/C#N)=C/c1ccc(O)cc1,86.579666,0,279.29898,4
572,120919280,O=C(N)/C(/C#N)=C/c1ccc(O)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccc(O)cc1,88.772217,0,188.18599,2
573,120919345,O=C(NC1CC1)/C(/C#N)=C/c1cc(C(=O)NC2CC2)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1cc(C(=O)NC2CC2)ccc1,100,0,295.34198,5
574,120919230,O=C(NC1CC1)/C(/C#N)=C/c1cc(C(=O)O)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1cc(C(=O)[O-])ccc1,99.625366,-1,256.26099,4
575,120919341,O=C(NC1CC1)/C(/C#N)=C/c1cc(N2CCOCC2)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CC1)/C(/C#N)=C/c1cc(N2CCOCC2)ccc1,100,0,297.358,4
576,120919333,O=C(N)/C(/C#N)=C/c1cc(O)ccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1cc(O)ccc1,99.551682,0,188.18599,2
577,120918750,O=C(N)/C(/C#N)=C/c1ccccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1ccccc1,100,0,172.187,2
578,120919342,O=C(N)/C(/C#N)=C/c1c(N2CCOCC2)cccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1c(N2CCOCC2)cccc1,100,0,257.293,3
579,120919283,O=C(N)/C(/C#N)=C/c1sccc1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C/c1sccc1,100,0,178.215,2
580,120919290,Brc1c(/C=C(\C#N)/C(=O)N)scc1,,0,dengue_protease_curated_inactive_du.csv,Brc1c(/C=C(\C#N)/C(=O)N)scc1,100,0,257.11099,2
581,120919237,O=C(N)/C(/C#N)=C\1/c2c(cccc2)CC/1,,0,dengue_protease_curated_inactive_du.csv,O=C(N)/C(/C#N)=C\1/c2c(cccc2)CC/1,100,0,198.22499,1
582,122654235,O=C(NC1CCCC1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(NC1CCCC1)CC#N,100,0,152.19699,2
583,122654234,O=C(NCCc1ccccc1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(NCCc1ccccc1)CC#N,100,0,188.23,4
584,122654233,O=C(NCc1ccccc1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(NCc1ccccc1)CC#N,100,0,174.203,3
585,122654232,Fc1ccc(NC(=O)CC#N)cc1,<,0,dengue_protease_curated_inactive_du.csv,Fc1ccc(NC(=O)CC#N)cc1,100,0,178.166,2
586,122654231,O=[N+]([O-])c1ccc(NC(=O)CC#N)cc1,<,0,dengue_protease_curated_inactive_du.csv,O=[N+]([O-])c1ccc(NC(=O)CC#N)cc1,100,0,205.17299,3
587,122654228,O=C(Nc1ccccc1)CC#N,<,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1ccccc1)CC#N,100,0,160.17599,2
588,122654393,O=C(NCC#N)/C=C/c1ccccc1,<,0,dengue_protease_curated_inactive_du.csv,O=C(NCC#N)/C=C/c1ccccc1,100,0,186.21399,3
589,122654392,O=C(NCC#N)c1ccccc1,<,0,dengue_protease_curated_inactive_du.csv,O=C(NCC#N)c1ccccc1,100,0,160.17599,2
590,120941425,S=C1NC(=O)/C(=C/c2ccc(C#N)cc2)/N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)/C(=C/c2ccc(C#N)cc2)/N1,99.980453,0,229.263,1
591,120941426,S=C1S/C(=C\c2ccc(C#N)cc2)/C(=O)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1S/C(=C\c2ccc(C#N)cc2)/C(=O)N1,99.973595,0,246.314,1
592,125606026,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2ccc(C#N)cc2)cc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(Nc1cc(C(=O)N)ccc1)[C@@](NC(=O)c1ccc(Oc2ccc(C#N)cc2)cc1)c1ccc(OCc2ccccc2)cc1,100,0,596.64301,11
593,125895086,O=C(N[C@](C(=O)N1C(C(=O)N)CCCC1)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N1[C@@](C(=O)N)CCCC1)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.862045,2,516.64697,14
594,125895082,O=C(N[C@](C(=O)N1[C@](C(=O)N)CCC1)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N1[C@](C(=O)N)CCC1)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.86203,2,502.62,14
595,125895075,O=C(N[C@](C(=O)N1C(C(=O)N)Cc2c(cccc2)C1)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N1[C@@](C(=O)N)Cc2c(cccc2)C1)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.861946,2,564.69098,14
596,125895080,O=C(N[C@](C(=O)NCCC(=O)N)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)NCCC(=O)N)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.862114,2,476.582,16
597,125895084,O=C(N[C@](C(=O)Nc1ccc(C(=O)N)cc1)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)Nc1ccc(C(=O)N)cc1)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.861366,2,524.62598,15
598,125895083,O=C(N[C@](C(=O)Nc1cc(C(=O)N)ccc1)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)Nc1cc(C(=O)N)ccc1)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.861443,2,524.62598,15
599,124664434,O=C(N[C@](C(=O)N)CCCCN)[C@@](NC(=O)c1ccccc1)CCCNC(=N)N,,0,dengue_protease_curated_inactive_du.csv,O=C(N[C@](C(=O)N)CCCC[N+])[C@@](NC(=O)c1ccccc1)CCCNC(=[N+])N,99.862076,2,405.50299,13
600,125605962,O=C(NCc1ccc(NC(=N)N)cc1)[C@@](NC(=O)c1ccccc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NCc1ccc(NC(=[N+])N)cc1)[C@@](NC(=O)c1ccccc1)c1ccc(OCc2ccccc2)cc1,99.101784,1,507.59399,10
601,125605971,O=C(NCc1ccc(NC(=N)N)cc1)[C@@](NC(=O)c1c(-c2ccccc2)cccc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_du.csv,O=C(NCc1ccc(NC(=[N+])N)cc1)[C@@](NC(=O)c1c(-c2ccccc2)cccc1)c1ccc(OCc2ccccc2)cc1,99.101791,1,583.69202,11
602,120941641,S=C1NC(=O)C(CCC(=O)N)N1,,0,dengue_protease_curated_inactive_du.csv,S=C1NC(=O)[C@](CCC(=O)N)N1,99.998932,0,187.22299,3
