id,compound_id,base_rdkit_smiles,relation,aval,source,moe_washed,%C,FCharge,Weight,RBC
13,125605992,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCC)c1ccc(OCc2ccccc2)cc1,100,0,473.573,12
14,125606015,FC(F)(F)c1ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCCc3ccc(C(=O)N)cc3)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,FC(F)(F)c1ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCCc3ccc(C(=O)N)cc3)cc2)cc1,100,0,569.62396,14
15,125605983,FC(F)(F)c1ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCc3ccc(C(=O)N)cc3)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,FC(F)(F)c1ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCc3ccc(C(=O)N)cc3)cc2)cc1,100,0,555.59698,13
16,125605988,Clc1c(Cl)ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCc3ccc(C(=O)N)cc3)cc2)c1,,0,dengue_protease_curated_inactive_d2.csv,Clc1c(Cl)ccc(COc2ccc([C@@](NC(=O)CCCCC)C(=O)NCc3ccc(C(=O)N)cc3)cc2)c1,100,0,556.48999,13
17,125605981,O=C(NCc1ccc(C(=O)N)cc1)[C@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,487.59998,13
18,125605980,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)Cc1ccccc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)Cc1ccccc1,100,0,395.50299,11
19,125605926,O=C(N[C@](C(=O)N1CCC(C(=O)Nc2ccccc2)CC1)c1ccc(OCc2ccccc2)cc1)CCCCC,,0,dengue_protease_curated_inactive_d2.csv,O=C(N[C@](C(=O)N1CCC(C(=O)Nc2ccccc2)CC1)c1ccc(OCc2ccccc2)cc1)CCCCC,100,0,541.69202,12
20,125605925,O=C(N[C@](C(=O)N1CCC(C(=O)N)CC1)c1ccc(OCc2ccccc2)cc1)CCCCC,,0,dengue_protease_curated_inactive_d2.csv,O=C(N[C@](C(=O)N1CCC(C(=O)N)CC1)c1ccc(OCc2ccccc2)cc1)CCCCC,100,0,465.59399,11
21,125137124,O=C(NCCCCCCN)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCCC[N+])[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.930725,1,453.62698,16
22,125137125,O=C(NCCCCCCNC(=N)N)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCCCNC(=[N+])N)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.954666,1,495.668,17
23,125137123,O=C(NCCCCN)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCC[N+])[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.903862,1,425.573,14
24,125137122,O=C(NCCN)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCC[N+])[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,98.230278,1,397.51898,12
25,125605939,O=C(NCCc1ccc(C(=O)O)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCc1ccc(C(=O)[O-])cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.547073,-1,502.61099,14
26,125605927,O=C(NCC1CCC(C(=O)N)CC1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCC1CCC(C(=O)N)CC1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,493.64798,13
27,125137129,O=C(NCc1ccc(C#N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C#N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,469.58499,12
28,125137138,O=C(NCc1ccc(C(=N)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=[N+])N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.990219,1,486.616,13
29,125137145,O=C(NCc1ccc(C(=O)NN)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)NN)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,502.61499,13
30,125605937,O=C(NCc1ccc(C(=O)NO)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)NO)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,92.040337,0,503.599,13
31,125605938,O=C(NCc1ccc(C(=O)O)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)[O-])cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.568802,-1,488.58398,13
32,125605978,FC(F)(F)c1ccc([C@](NC(=O)CCCCC)C(=O)NCc2ccc(C(=O)N)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,FC(F)(F)c1ccc([C@](NC(=O)CCCCC)C(=O)NCc2ccc(C(=O)N)cc2)cc1,100,0,449.47299,10
33,125605979,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(O)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(O)cc1,99.613228,0,397.47501,10
34,125605985,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C#N)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C#N)cc2)cc1,100,0,512.60999,13
35,125605984,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C(C)(C)C)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C(C)(C)C)cc2)cc1,100,0,543.70801,13
36,125605977,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccccc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccccc1,100,0,381.47598,10
37,125137136,O=C(NCc1ccc(CN(C)C)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C[N+](C)C)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.66436,1,501.67099,14
38,125605918,Clc1ccc(CNC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,Clc1ccc(CNC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1,100,0,479.01999,12
39,125137131,O=C(NCc1ccc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,459.59,12
40,125137132,O=C(NCc1cnc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1cnc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,96.601624,0,460.578,12
41,125137495,O=C(NCc1ccc(NC(=N)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C#N)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(NC(=[N+])N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccc(C#N)cc2)cc1,99.101807,1,526.64099,13
42,125137494,O=C(NCc1ccc(NC(=N)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2cc(OC)ccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(NC(=[N+])N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2cc(OC)ccc2)cc1,99.101807,1,531.65698,14
43,125137490,O=C(NCc1ccc(NC(=N)N)cc1)[C@@](NC(=O)CCCCC)c1ccccc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(NC(=[N+])N)cc1)[C@@](NC(=O)CCCCC)c1ccccc1,99.101807,1,395.50699,10
44,125137137,O=C(NCc1ccc(NC(=O)CN)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(NC(=O)CN)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,53.853958,0,516.64197,14
45,125137144,O=C(Nc1ccc(CNC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1)N,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1ccc(CNC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1)N,100,0,502.61499,13
46,125605920,O=C(NCc1ccc(OC)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(OC)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,474.60098,13
47,125605922,O=C(NCc1ccc(OCc2ccccc2)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(OCc2ccccc2)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,550.69897,15
48,125605898,O=C(NCc1cc2[nH]nc(N)c2cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1cc2[nH]nc(N)c2cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,95.631378,0,499.61499,12
49,125605944,O=C(NCc1cc(B(O)O)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1cc(B(O)O)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,488.392,13
50,125137143,O=C(NCc1cc(CNC(=N)N)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1cc(CNC(=[N+])N)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.784348,1,515.65802,14
51,125605921,O=C(NCc1cc(OC)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1cc(OC)ccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,474.60098,13
52,125137126,O=C(NCc1ccccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,444.57498,12
53,125137127,O=C(NCc1ccncc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccncc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,98.433487,0,445.56299,12
54,125137121,O=C(N[C@](C(=O)N)CCCCN)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(N[C@](C(=O)N)CCCC[N+])[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,99.91803,1,482.625,16
55,125605931,O=C(Nc1ccc(CC(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1ccc(CC(=O)N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,487.59998,13
56,125605923,O=C(Nc1ccc(CO)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1ccc(CO)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,460.57397,12
57,125137130,O=C(Nc1ccc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1ccc(N)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,445.56299,11
58,125605919,O=C(Nc1ccc(OC)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1ccc(OC)cc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,460.57397,12
59,125605940,S(=O)(=O)(C)c1ccc(NC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,S(=O)(=O)(C)c1ccc(NC(=O)[C@@](NC(=O)CCCCC)c2ccc(OCc3ccccc3)cc2)cc1,100,0,508.63898,12
60,125605930,O=C(Nc1c(C(=O)N)cccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1c(C(=O)N)cccc1)[C@@](NC(=O)CCCCC)c1ccc(OCc2ccccc2)cc1,100,0,473.573,12
61,126137605,O=C(Nc1cc2B(O)OCc2cc1)CCCCC,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1cc2B(O)OCc2cc1)CCCCC,100,0,247.10199,5
62,125605995,S(=O)(=O)(N[C@](C(=O)NCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)CCCCCCC,,0,dengue_protease_curated_inactive_d2.csv,S(=O)(=O)(N[C@](C(=O)NCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)CCCCCCC,99.83728,0,551.70801,16
63,125605996,O=C(NCc1ccc(C(=O)N)cc1)[C@@](NCCCCCC)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCc1ccc(C(=O)N)cc1)[C@@]([N+]CCCCCC)c1ccc(OCc2ccccc2)cc1,68.273094,1,473.617,14
64,125606062,O=C(NCCCCC)[C@](N)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCC)[C@]([N+])c1ccc(OCc2ccccc2)cc1,52.668697,1,326.44,9
65,125606067,O=C(NCCCCC)[C@](NC(=O)C1CCN(C(=N)N)CC1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCC)[C@](NC(=O)C1CC[N+](=C(N)N)CC1)c1ccc(OCc2ccccc2)cc1,99.998329,1,479.625,11
66,125606066,O=C(NCCCCC)[C@](NC(=O)C1CCNCC1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCC)[C@](NC(=O)C1CC[N+]CC1)c1ccc(OCc2ccccc2)cc1,99.521629,1,437.58398,11
67,125606064,O=C(NCCCCC)[C@](NC(=O)Cc1ccc(N)cc1)c1ccc(OCc2ccccc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(NCCCCC)[C@](NC(=O)Cc1ccc(N)cc1)c1ccc(OCc2ccccc2)cc1,100,0,459.59,12
68,122277598,S=C1N(CCCC)C(=O)/C(=C/c2ccc(C(=O)O)cc2)/S1,,0,dengue_protease_curated_inactive_d2.csv,S=C1N(CCCC)C(=O)/C(=C/c2ccc(C(=O)[O-])cc2)/S1,99.303856,-1,321.42099,5
69,122277599,O=C(O)c1ccc(/C=C\2/C(=O)N(CCCC)C(=O)S/2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C([O-])c1ccc(/C=C\2/C(=O)N(CCCC)C(=O)S/2)cc1,99.366707,-1,305.354,5
70,125605989,O=C(N[C@](C(=O)NCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)[C@@](CC(=O)C)CCCC,,0,dengue_protease_curated_inactive_d2.csv,O=C(N[C@](C(=O)NCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)[C@@](CC(=O)C)CCCC,100,0,543.664,15
71,122277161,S=C1N(Cc2ccc(OC)cc2)C(=O)/C(=C/C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCCN)CCCNC(=N)N)/S1,,0,dengue_protease_curated_inactive_d2.csv,S=C1N(Cc2ccc(OC)cc2)C(=O)/C(=C/C(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCC[N+])CCCNC(=[N+])N)/S1,99.862152,2,705.90601,21
72,122277160,S=C1N(Cc2ccc(OC)cc2)C(=O)C(CC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCCN)CCCNC(=N)N)S1,,0,dengue_protease_curated_inactive_d2.csv,S=C1N(Cc2ccc(OC)cc2)C(=O)[C@@](CC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCC[N+])CCCNC(=[N+])N)S1,99.861839,2,707.922,22
73,122277158,S=C1N(CC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCCN)CCCNC(=N)N)C(=O)/C(=C/c2cc(OC)c(OC)cc2)/S1,,0,dengue_protease_curated_inactive_d2.csv,S=C1N(CC(=O)N[C@](C(=O)N[C@](C(=O)N[C@](C(=O)N)CCCC)CCCC[N+])CCCNC(=[N+])N)C(=O)/C(=C/c2cc(OC)c(OC)cc2)/S1,99.861641,2,735.93201,22
74,125606012,O=C(N[C@](C(=O)NCCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)[C@@](NC(=O)C)CCCC,,0,dengue_protease_curated_inactive_d2.csv,O=C(N[C@](C(=O)NCCc1ccc(C(=O)N)cc1)c1ccc(OCc2ccccc2)cc1)[C@@](NC(=O)C)CCCC,100,0,558.67902,15
75,121609623,O=C1N(C(Cc2ccccc2)c2oc(CCC)nn2)Sc2c1cccc2,,0,dengue_protease_curated_inactive_d2.csv,O=C1N([C@@](Cc2ccccc2)c2oc(CCC)nn2)Sc2c1cccc2,100,0,365.457,6
76,125671439,O=C(Nc1sc2c(n1)cc(O)c(O)c2)[C@@](NC(=O)c1ccccc1)CC(=O)N(CC)CC,,0,dengue_protease_curated_inactive_d2.csv,O=C(Nc1sc2c(n1)cc(O)c(O)c2)[C@@](NC(=O)c1ccccc1)CC(=O)N(CC)CC,99.165047,0,456.52298,8
77,121318380,S=C(N/N=C/c1c(O)c(/C=N/NC(=S)NCC)cc(C(=O)OCC)c1)NCC,,0,dengue_protease_curated_inactive_d2.csv,S=C(N/N=C/c1c([O-])c(/C=N/NC(=S)NCC)cc(C(=O)OCC)c1)NCC,49.413925,-1,424.54999,8
78,121318375,O=C(OCC)c1cc(/C=N/N2C(=O)c3c(C2=O)cccc3)c(O)c(/C=N/N2C(=O)c3c(C2=O)cccc3)c1,,0,dengue_protease_curated_inactive_d2.csv,O=C(OCC)c1cc(/C=N/N2C(=O)c3c(C2=O)cccc3)c([O-])c(/C=N/N2C(=O)c3c(C2=O)cccc3)c1,84.881119,-1,510.46198,6
79,121318378,O=C(N/N=C/c1c(O)c(/C=N/NC(=O)Nc2ccccc2)cc(C(=O)OCC)c1)Nc1ccccc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(N/N=C/c1c([O-])c(/C=N/NC(=O)Nc2ccccc2)cc(C(=O)OCC)c1)Nc1ccccc1,70.427567,-1,488.504,8
80,121318384,O=C(OCC)c1cc(/C=N/NC(=O)c2cc3OCOc3cc2)c(O)c(/C=N/NC(=O)c2cc3OCOc3cc2)c1,,0,dengue_protease_curated_inactive_d2.csv,O=C(OCC)c1cc(/C=N/NC(=O)c2cc3OCOc3cc2)c([O-])c(/C=N/NC(=O)c2cc3OCOc3cc2)c1,72.956192,-1,546.492,8
81,121318381,S=C(N/N=C/c1c(O)c(/C=N/NC(=S)N)cc(C(=O)OCC)c1)N,,0,dengue_protease_curated_inactive_d2.csv,S=C(N/N=C/c1c([O-])c(/C=N/NC(=S)N)cc(C(=O)OCC)c1)N,49.811657,-1,368.44199,6
82,123336477,O=[N+]([O-])c1ccc(N2C(=O)[C@]3N([C@]2CC)CCC3)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=[N+]([O-])c1ccc(N2C(=O)[C@]3N([C@]2CC)CCC3)cc1,99.894951,0,275.30798,3
83,121609621,O=C1N(C(Cc2ccccc2)c2oc(CC)nn2)Sc2c1cccc2,,0,dengue_protease_curated_inactive_d2.csv,O=C1N([C@@](Cc2ccccc2)c2oc(CC)nn2)Sc2c1cccc2,100,0,351.42999,5
84,124372654,O=C(OCC(=O)N(C)C)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1,,0,dengue_protease_curated_inactive_d2.csv,O=C(OCC(=O)N(C)C)Cc1ccc(OC(=O)c2ccc(NC(=[N+])N)cc2)cc1,98.063988,1,398.41901,7
